,Long,Lat,GDP_PPP,population,nightlight
0,18.54041659432868,-30.042082992094002,399.155,1741.5963,0.020407734
1,18.54041659432868,-30.875416322093987,43030.34,2394.2039,0.025487522
2,19.373749924328678,-30.875416322093987,15617.042,3444.2827,0.0227916
3,19.373749924328678,-31.708749652094,3567.7852,14223.354,0.037500057
4,19.373749924328678,-32.542082982094,76768.58,35494.082,0.062277522
5,20.20708325432868,-29.208749662093997,397.057,499.3299,0.02357001
6,20.20708325432868,-30.042082992094002,3602.958,546.80225,0.0119385505
7,20.20708325432868,-31.708749652094,4766.9043,1978.3082,0.016199846
8,20.20708325432868,-33.375416312093996,104167.44,46590.906,0.0692766
9,21.040416584328682,-27.542083002093996,726.6547,644.0123,0.017135743
10,21.040416584328682,-28.375416332094005,144018.17,128341.43,0.22768688
11,21.040416584328682,-29.208749662093997,5325.676,9345.287,0.02991742
12,21.040416584328682,-30.875416322093987,5969.6094,675.1965,0.017414164
13,21.040416584328682,-31.708749652094,3406.1108,4233.934,0.019772997
14,21.040416584328682,-32.542082982094,9145.972,3885.4744,0.01643886
15,21.873749914328673,-27.542083002093996,836.03656,629.7701,0.021934813
16,21.873749914328673,-28.375416332094005,18604.557,11097.805,0.03629128
17,21.873749914328673,-29.208749662093997,3490.6836,14192.458,0.037669886
18,21.873749914328673,-30.875416322093987,10821.24,8416.916,0.02314634
19,21.873749914328673,-31.708749652094,2518.32,4502.729,0.019698653
20,21.873749914328673,-32.542082982094,12684.67,6179.898,0.02294612
21,21.873749914328673,-33.375416312093996,413227.6,98967.69,0.11423359
22,22.70708324432868,-27.542083002093996,111603.914,66070.945,0.27403408
23,22.70708324432868,-28.375416332094005,10749.918,33540.086,0.122504614
24,22.70708324432868,-29.208749662093997,24240.268,4010.7844,0.019432578
25,22.70708324432868,-30.042082992094002,2192.5352,16551.406,0.045551438
26,22.70708324432868,-30.875416322093987,10862.002,2319.3687,0.020870995
27,22.70708324432868,-31.708749652094,46269.688,11347.057,0.029193096
28,22.70708324432868,-32.542082982094,4813.8384,41030.06,0.09064455
29,22.70708324432868,-33.375416312093996,159282.34,34414.176,0.064064205
30,23.540416574328674,-26.70874967209399,223404.36,45537.78,0.023470946
31,23.540416574328674,-27.542083002093996,20637.688,129841.586,0.07441747
32,23.540416574328674,-28.375416332094005,36788.164,22762.896,0.05950664
33,23.540416574328674,-29.208749662093997,16649.035,31950.025,0.046482828
34,23.540416574328674,-30.042082992094002,42076.938,3939.2097,0.025488313
35,23.540416574328674,-31.708749652094,19451.27,15305.958,0.036056854
36,23.540416574328674,-32.542082982094,15389.832,3291.9573,0.03248827
37,23.540416574328674,-33.375416312093996,75607.49,27573.264,0.042450972
38,24.37374990432868,-26.70874967209399,159454.19,120473.125,0.1289606
39,24.37374990432868,-27.542083002093996,272542.3,136894.88,0.100233376
40,24.37374990432868,-29.208749662093997,18964.82,41537.547,0.06550148
41,24.37374990432868,-30.875416322093987,18167.414,38790.383,0.06474446
42,24.37374990432868,-31.708749652094,44813.496,6208.8115,0.025070725
43,24.37374990432868,-32.542082982094,14005.438,55059.87,0.08279803
44,24.37374990432868,-33.375416312093996,133738.47,13283.365,0.047610916
45,25.207083234328685,-27.542083002093996,113525.875,205913.0,0.1738587
46,25.207083234328685,-28.375416332094005,28890.732,47295.383,0.087398894
47,25.207083234328685,-32.542082982094,40293.85,31950.898,0.05319969
48,26.040416564328677,-26.70874967209399,612628.25,125539.586,0.11276649
49,26.040416564328677,-30.042082992094002,22851.105,23324.361,0.04655321
50,26.873749894328686,-25.875416342094,398897.78,482226.12,0.7142164
51,26.873749894328686,-26.70874967209399,550527.8,508261.72,0.7261032
52,26.873749894328686,-27.542083002093996,506284.66,220992.9,0.40332955
53,26.873749894328686,-30.875416322093987,81559.59,73493.35,0.07822462
54,26.873749894328686,-32.542082982094,476499.72,251841.72,0.14627162
55,27.70708322432867,-24.208749682094002,126548.61,49547.297,0.12390112
56,27.70708322432867,-25.04208301209399,4317819.5,258387.78,0.43857902
57,27.70708322432867,-25.875416342094,13071471.0,5647802.0,6.4433427
58,27.70708322432867,-26.70874967209399,609514.06,622421.75,2.3945417
59,28.54041655432868,-23.375416352093993,533202.8,137406.12,0.066036575
60,28.54041655432868,-24.208749682094002,261402.39,160527.53,0.2106538
61,28.54041655432868,-25.875416342094,2387825.8,4327446.5,5.840161
62,28.54041655432868,-31.708749652094,576641.1,676897.5,0.27014408
63,29.37374988432868,-23.375416352093993,1128259.8,395929.4,0.2064298
64,29.37374988432868,-24.208749682094002,1011814.6,956118.44,0.89168185
65,29.37374988432868,-25.875416342094,723831.75,756717.5,1.4073188
66,29.37374988432868,-27.542083002093996,96013.57,53328.555,0.08717644
67,29.37374988432868,-30.875416322093987,848468.1,678915.3,0.2677471
68,30.207083214328676,-23.375416352093993,1002130.94,311905.6,0.63335305
69,30.207083214328676,-24.208749682094002,659059.7,605581.44,0.6219431
70,30.207083214328676,-27.542083002093996,715647.56,245244.81,0.53747666
71,30.207083214328676,-30.042082992094002,766922.5,902913.1,0.5166857
72,31.040416544328682,-23.375416352093993,254971.86,286430.56,0.15480822
73,31.040416544328682,-25.04208301209399,1196489.5,975183.25,0.8387991
74,31.040416544328682,-28.375416332094005,544550.1,471026.75,0.16764498
